,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
109,HP,Intel,Core i3,11th,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,45650,4.0,39,4
110,DELL,Intel,Core i3,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,41990,3.0,29,7
111,DELL,Intel,Core i3,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,45490,4.0,43,4
112,ASUS,Intel,Core i3,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,44990,3.0,0,0
113,Lenovo,Intel,Core i3,11th,8,DDR4,512,0,Windows,0,ThinNlight,2 years,No,Yes,42990,4.0,984,99
114,HP,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,45490,4.0,523,66
115,HP,Intel,Core i3,10th,4,DDR4,512,0,Windows,0,Casual,No warranty,No,No,38799,4.0,30,1
116,HP,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,69267,3.0,0,0
117,ASUS,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,51649,3.0,0,0
121,ASUS,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,Casual,1 year,No,No,44890,3.0,7,0
123,HP,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,50990,3.0,0,0
124,HP,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,48900,4.0,1278,135
126,DELL,Intel,Core i3,10th,4,DDR4,512,0,Windows,0,Casual,No warranty,No,No,41790,3.0,0,0
127,Lenovo,Intel,Core i3,11th,4,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,57999,3.0,10,2
128,DELL,Intel,Core i3,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,45930,3.0,0,0
129,HP,Intel,Core i3,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,55490,4.0,143,15
130,ASUS,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,Casual,1 year,No,No,32890,3.0,28,4
132,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,42490,4.0,276,40
133,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,42190,3.0,250,21
134,DELL,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,39490,4.0,1917,189
136,ASUS,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,Casual,1 year,No,No,35990,3.0,17,0
137,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,43800,4.0,17,0
138,Lenovo,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,38990,3.0,0,0
140,ASUS,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,1 year,No,No,38900,3.0,13,0
141,DELL,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,39990,3.0,15,1
142,DELL,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,40890,4.0,527,46
143,Lenovo,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,36990,3.0,103,10
144,HP,Intel,Core i3,11th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,39990,3.0,324,45
145,HP,Intel,Core i3,11th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,41990,4.0,69,5
146,DELL,Intel,Core i3,11th,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,43970,3.0,16,0
147,HP,Intel,Core i3,11th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,No,39790,3.0,40,3
148,ASUS,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,35590,3.0,12,1
149,HP,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,36490,3.0,1146,175
151,ASUS,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,33990,3.0,43,7
152,DELL,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,Casual,1 year,No,Yes,43400,4.0,231,26
153,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,24990,4.0,502,93
154,HP,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,40750,4.0,1096,116
155,DELL,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,43000,4.0,313,35
156,ASUS,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,38000,4.0,7,0
157,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,ThinNlight,1 year,No,Yes,37990,3.0,265,46
158,HP,Intel,Core i3,7th,8,DDR4,0,1024,Windows,2,Casual,No warranty,No,No,49279,4.0,38,3
159,Lenovo,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,38999,3.0,7,2
160,ASUS,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,41500,3.0,4,0
161,acer,Intel,Core i3,11th,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,36999,3.0,0,0
162,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,42900,3.0,0,0
163,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,21490,3.0,818,113
164,DELL,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,41480,3.0,25,4
165,ASUS,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,32990,2.0,12,0
166,ASUS,Intel,Core i3,11th,8,DDR4,0,1024,Windows,0,Casual,1 year,No,No,38680,3.0,17,1
167,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,23990,4.0,974,170
168,DELL,Intel,Core i3,10th,8,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,40390,3.0,83,15
169,ASUS,Intel,Core i3,10th,4,DDR4,0,1024,Windows,0,ThinNlight,No warranty,No,No,33990,3.0,31,6
170,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,20490,3.0,637,91
171,DELL,Intel,Core i3,10th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,41490,5.0,7,5
172,DELL,Intel,Core i3,11th,8,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,45490,4.0,207,16
173,DELL,Intel,Core i3,11th,8,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,44490,4.0,844,103
174,ASUS,Intel,Core i3,11th,8,DDR4,256,1024,Windows,0,Casual,1 year,No,Yes,41890,4.0,53,6
175,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,42990,4.0,62,7
176,acer,Intel,Core i3,11th,8,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,40990,4.0,38,2
177,DELL,Intel,Core i3,11th,8,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,No,48990,4.0,724,92
178,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,43590,3.0,0,0
179,DELL,Intel,Core i3,10th,4,DDR4,256,1024,Windows,0,Casual,1 year,No,No,44690,4.0,9,0
180,ASUS,Intel,Core i3,10th,4,DDR4,256,1024,Windows,0,Casual,No warranty,No,No,40990,3.0,0,0
181,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,43990,3.0,0,0
182,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,43590,3.0,0,0
183,DELL,Intel,Core i3,10th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,41390,4.0,56,7
184,DELL,Intel,Core i3,10th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,44290,3.0,0,0
185,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,Casual,1 year,No,No,48999,3.0,0,0
186,DELL,Intel,Core i3,11th,4,DDR4,256,1024,Windows,0,ThinNlight,1 year,No,Yes,39990,3.0,170,11
187,DELL,Intel,Core i3,10th,8,DDR4,256,1024,Windows,0,ThinNlight,No warranty,No,No,46390,2.0,95,5
188,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,18990,3.0,197,25
189,ASUS,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,17990,3.0,1180,148
190,HP,Intel,Celeron Dual,Not Available,4,DDR4,0,512,Windows,0,Casual,No warranty,No,No,26470,3.0,232,23
191,HP,Intel,Celeron Dual,Not Available,4,DDR4,0,512,Windows,0,Casual,No warranty,No,No,27990,3.0,596,65
192,Lenovo,Intel,Celeron Dual,Not Available,4,DDR4,0,1024,Windows,0,Casual,No warranty,No,No,29999,3.0,19,1
193,Lenovo,Intel,Celeron Dual,Not Available,4,LPDDR4X,0,512,Windows,0,Casual,No warranty,No,No,25990,3.0,84,16
194,Lenovo,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,16990,3.0,414,54
195,Lenovo,Intel,Celeron Dual,Not Available,4,LPDDR4,0,512,Windows,0,Casual,No warranty,No,No,24990,2.0,70,16
197,acer,Intel,Core i5,Not Available,8,LPDDR4,0,512,Windows,0,Casual,1 year,No,No,119990,4.0,1,1
198,acer,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,0,Casual,No warranty,No,No,94190,4.0,31,6
201,DELL,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,0,ThinNlight,1 year,No,No,139990,3.0,0,0
202,HP,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,0,ThinNlight,No warranty,No,No,55990,4.0,818,109
203,HP,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,4,Casual,No warranty,No,No,102551,3.0,0,0
205,HP,Intel,Core i5,8th,8,DDR4,128,0,Windows,0,ThinNlight,1 year,No,No,76012,4.0,129,16
206,Lenovo,Intel,Core i5,11th,8,DDR4,256,0,Windows,0,Casual,2 years,No,Yes,49490,4.0,365,35
207,acer,Intel,Core i5,7th,8,DDR3,256,0,Windows,0,ThinNlight,1 year,No,Yes,86867,4.0,39,3
208,ASUS,Intel,Core i5,11th,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,48990,3.0,0,0
209,DELL,Intel,Core i5,11th,8,DDR4,256,0,Windows,0,ThinNlight,No warranty,No,No,55990,3.0,3,0
210,acer,Intel,Core i5,8th,8,DDR3,256,0,Windows,0,ThinNlight,1 year,Yes,Yes,81998,4.0,14,3
211,HP,Intel,Core i5,8th,8,DDR4,256,0,Windows,0,Casual,1 year,Yes,Yes,136590,3.0,0,0
212,acer,Intel,Core i5,8th,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,59490,3.0,33,7
213,ASUS,Intel,Core i5,11th,8,DDR4,256,0,Windows,0,ThinNlight,1 year,No,No,49800,3.0,0,0
214,Lenovo,Intel,Core i5,11th,8,DDR4,256,0,Windows,0,Casual,1 year,No,Yes,61999,2.0,4,0
215,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,54990,4.0,116,15
216,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,53990,4.0,206,17
217,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,2 years,No,Yes,52990,4.0,300,24
218,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,67990,4.0,108,6
220,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,62300,4.0,825,95
221,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,52990,3.0,0,0
222,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,2 years,No,Yes,51990,4.0,85,4
223,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,61990,4.0,56,7
224,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,Yes,63990,4.0,10,1
225,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,65990,4.0,17,4
226,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,52990,4.0,155,20
227,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,49990,3.0,0,0
228,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,71990,4.0,91,17
229,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,47990,4.0,35,2
230,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,2 years,No,Yes,48490,4.0,126,13
231,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,72990,4.0,74,10
232,MSI,Intel,Core i5,11th,16,DDR4,512,0,Windows,4,Casual,2 years,No,No,76990,4.0,75,17
233,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,6,Gaming,1 year,No,Yes,89990,4.0,124,17
236,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,No warranty,Yes,No,71990,4.0,7,1
237,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,No warranty,Yes,No,71890,4.0,3,0
238,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,64990,3.0,0,0
239,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,No,No,65990,3.0,0,0
240,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,55999,4.0,5,1
241,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,4,Casual,1 year,No,No,73490,4.0,213,45
242,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,74490,4.0,10,0
243,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,58340,4.0,69,6
244,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,55999,4.0,6,0
245,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,67990,4.0,93,9
246,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,No,No,59990,4.0,11,2
247,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,6,Casual,1 year,No,Yes,82990,4.0,262,31
248,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,64190,3.0,0,0
249,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,70090,4.0,5,1
250,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,ThinNlight,1 year,No,No,49990,4.0,45,3
251,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,55490,3.0,8,1
252,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,No warranty,Yes,No,97990,5.0,3,1
254,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,59990,4.0,37,2
255,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,53990,4.0,61,2
256,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,66999,4.0,17,1
257,acer,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,ThinNlight,1 year,No,Yes,60990,4.0,17,1
258,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,47990,4.0,1625,152
259,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,59999,4.0,4,1
260,DELL,Intel,Core i5,10th,16,DDR4,512,0,Windows,4,Casual,1 year,No,No,79990,3.0,0,0
261,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Gaming,1 year,No,No,63990,3.0,0,0
262,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,63990,4.0,17,1
263,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,No,No,59990,3.0,0,0
264,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,55990,3.0,0,0
265,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,No,No,59990,3.0,0,0
266,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,63990,4.0,3,0
267,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,69490,3.0,0,0
268,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,89390,3.0,0,0
269,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,ThinNlight,No warranty,No,No,74990,3.0,0,0
270,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,3 years,Yes,Yes,64990,4.0,48,12
271,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,66490,4.0,282,36
272,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,89702,3.0,0,0
273,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,70990,4.0,67,4
274,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,58990,3.0,0,0
275,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,57500,3.0,0,0
276,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,Yes,79990,4.0,23,2
277,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,56541,4.0,677,87
278,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,59990,3.0,3,0
279,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,64990,4.0,46,4
280,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,61290,3.0,4,1
281,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,54990,4.0,9,1
282,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,59990,4.0,26,4
283,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,6,Casual,1 year,No,No,84990,5.0,5,0
284,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,72500,4.0,40,3
285,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Gaming,No warranty,No,No,59990,3.0,44,6
286,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,87990,4.0,28,6
287,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,57990,4.0,1541,123
288,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,69490,4.0,72,7
289,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,3 years,Yes,Yes,68990,4.0,44,8
290,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,77990,4.0,17,2
291,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,105990,4.0,59,11
292,MSI,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,No,No,79990,3.0,0,0
293,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,55490,4.0,337,27
294,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,69990,4.0,10,2
295,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,84990,4.0,10,2
296,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,59990,3.0,31,7
297,DELL,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,0,ThinNlight,1 year,No,Yes,111890,3.0,0,0
298,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,No,65990,4.0,10,0
299,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,No,Yes,72990,4.0,76,14
300,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,71090,4.0,44,6
301,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Casual,2 years,No,No,74990,3.0,0,0
302,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,0,Casual,1 year,No,Yes,79990,4.0,11,3
303,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,55490,4.0,138,16
304,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,ThinNlight,1 year,No,Yes,66490,4.0,199,17
305,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,53400,4.0,46,6
306,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,74500,4.0,45,5
307,DELL,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,ThinNlight,1 year,No,Yes,114990,3.0,0,0
308,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,ThinNlight,No warranty,No,No,61990,4.0,35,4
309,APPLE,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,0,Casual,1 year,No,No,159990,4.0,32,5
310,APPLE,Intel,Core i5,8th,8,DDR3,512,0,Mac,0,Casual,1 year,No,No,172090,4.0,108,13
311,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,74990,3.0,0,0
312,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,56490,4.0,814,112
313,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,3 years,No,No,147000,3.0,0,0
314,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,55990,4.0,75,9
315,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Gaming,1 year,No,Yes,77990,3.0,0,0
316,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Casual,1 year,No,Yes,106490,4.0,3,0
317,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,70990,4.0,11,3
318,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,64990,4.0,125,11
319,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,57990,3.0,0,0
320,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,4,Gaming,1 year,No,No,64990,4.0,4,0
321,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,No,No,54990,4.0,714,147
322,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,No warranty,Yes,No,111999,3.0,0,0
323,Lenovo,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,2,Casual,1 year,No,Yes,70798,4.0,21,3
324,Lenovo,Intel,Core i5,9th,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,59990,3.0,9,1
325,acer,Intel,Core i5,8th,8,DDR4,512,0,Windows,4,Casual,1 year,No,No,99500,3.0,0,0
326,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,55990,4.0,30,4
327,ASUS,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,0,ThinNlight,1 year,No,No,72990,4.0,44,4
328,acer,Intel,Core i5,8th,8,DDR3,512,0,Windows,0,ThinNlight,1 year,No,No,64990,3.0,4,1
329,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,No warranty,No,No,57990,3.0,0,0
330,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,Yes,Yes,76990,4.0,14,2
331,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,2 years,No,Yes,62998,4.0,739,71
332,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,77990,4.0,31,5
333,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,114990,4.0,145,19
334,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,65990,3.0,0,0
335,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,Casual,1 year,No,Yes,88990,3.0,19,2
336,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,0,Casual,No warranty,No,No,113590,3.0,0,0
337,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,Yes,73990,4.0,32,6
338,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,61000,4.0,1124,100
339,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,0,Casual,1 year,Yes,No,99990,4.0,35,6
340,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,67990,4.0,9,0
341,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,Yes,Yes,70799,4.0,98,6
342,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,Yes,65990,4.0,31,2
343,ASUS,Intel,Core i5,8th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,53690,4.0,19,3
344,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,ThinNlight,1 year,No,No,55990,3.0,0,0
345,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,0,Casual,1 year,No,Yes,53190,4.0,11,0
346,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,2,Casual,2 years,No,Yes,58999,4.0,45,3
347,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,2,ThinNlight,3 years,No,No,71990,3.0,0,0
348,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,4,Casual,No warranty,No,No,82000,3.0,0,0
